category,extra_name,main_name,price,subcategory,unit_price
Frukt og grønt,"i Pose, Etiopia/ Kenya, 20 g",Fersk Basilikum,"kr 23,80",Urter og spirer,"kr 1190,00 per kg"
Frukt og grønt,"i Beger, Etiopia/ Spania, 20 g",Fersk Koriander,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"i Beger, Etiopia/ Norsk, 20 g",Fersk Kruspersille,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Gressløk,"kr 18,60",Urter og spirer,"kr 930,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Bladpersille,"kr 29,80",Urter og spirer,"kr 1490,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Kjørvel,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Dill,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Mynte,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Oregano,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Rosmarin,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Salvie,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Sitronmelisse,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Timian,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"Norge, 100 g",Alfalfaspirer,"kr 24,80",Urter og spirer,"kr 248,00 per kg"
Frukt og grønt,"Norge, 180 g",Bønnespirer,"kr 19,80",Urter og spirer,"kr 110,00 per kg"
Frukt og grønt,"Norge, 50 g",Sukkerertspirer,"kr 31,90",Urter og spirer,"kr 638,00 per kg"
Frukt og grønt,"i Beger, Etiopia, 20 g",Fersk Estragon,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"Frisk i Pose, Tyskland, 20 g",Thai Basilikum Gourmet,"kr 26,80",Urter og spirer,"kr 1340,00 per kg"
Frukt og grønt,"Norge, 50 g",Purreløkspirer,"kr 31,80",Urter og spirer,"kr 636,00 per kg"
Frukt og grønt,"Norge, 100 g","Spiresnacks, Mix av Bønner, Erter & Linser","kr 34,00",Urter og spirer,"kr 340,00 per kg"
Frukt og grønt,"Norge, 50 g","Taco spiremix -Brokolli, Kløver, Mungbønner","kr 28,50",Urter og spirer,"kr 570,00 per kg"
Frukt og grønt,"Norge, 50 g","Spiremix, Spicymix av Brocolli, Reddik, Kløver","kr 30,90",Urter og spirer,"kr 618,00 per kg"
Frukt og grønt,"Norge, 50 g",Kløverspirer beger,"kr 28,50",Urter og spirer,"kr 570,00 per kg"
Frukt og grønt,"Norge, 50 g",Brokkolispirer,"kr 31,80",Urter og spirer,"kr 636,00 per kg"
Frukt og grønt,"Norge, 50 g",Reddikspirer,"kr 24,80",Urter og spirer,"kr 496,00 per kg"
Blomster og planter,"35 cm, 12 stk",Roser Mix Kalde Farger,"kr 59,90",Roser,"kr 4,99 per stk"
Iceland,"4 stk, 204 g",Mars Iskrem,"kr 54,90","Kaker, dessert og iskrem","kr 269,12 per kg"
Magasiner og bøker,1 stk,Se og Hør,"kr 55,00",Magasiner,"kr 55,00 per stk"
Blomster og planter,"50 cm, 10 stk",Roser Hvit,"kr 109,00",Roser,"kr 10,90 per stk"
Blomster og planter,"50 cm, 10 stk",‘Nightingale’ Lilla,"kr 109,90",Roser,"kr 10,99 per stk"
Blomster og planter,"50 cm, 10 stk",Roser Belle Rose,"kr 109,00",Roser,"kr 10,90 per stk"
Blomster og planter,"50 cm, 10 stk",Roser Rød,"kr 109,90",Roser,"kr 10,99 per stk"
Iceland,"8 x 65ml, 520 ml",Saftis med Fruktsmak,"kr 79,90","Kaker, dessert og iskrem","kr 9,99 per stk"
Iceland,"4 x 100ml, 400 ml",Magnum Mint Iskrem,"kr 59,90","Kaker, dessert og iskrem","kr 14,98 per stk"
Iceland,"8 x 110ml, 880 ml",Magnum Classic Iskrem,"kr 119,00","Kaker, dessert og iskrem","kr 14,88 per stk"
Iceland,"8 x 110ml, 880 ml",Magnum White Chocolate Iskrem,"kr 119,00","Kaker, dessert og iskrem","kr 14,88 per stk"
Iceland,"0,9 l",Trippel Sjokolade Iskrem,"kr 64,90","Kaker, dessert og iskrem","kr 72,11 per l"
Iceland,"0,9 l",Vanilla Iskrem,"kr 64,90","Kaker, dessert og iskrem","kr 72,11 per l"
Iceland,455 g,Ostekake Toffee,"kr 49,90","Kaker, dessert og iskrem","kr 109,67 per kg"
Iceland,574 g,Bringebær og Pistasj Pavlova,"kr 149,00","Kaker, dessert og iskrem","kr 259,58 per kg"
Magasiner og bøker,1 stk,Se og Hør Extra,"kr 55,00",Magasiner,"kr 55,00 per stk"
Magasiner og bøker,1 stk,Hjemmet,"kr 54,00",Magasiner,"kr 54,00 per stk"
Magasiner og bøker,1 stk,Donald Duck & Co,"kr 54,90",Magasiner,"kr 54,90 per stk"
Magasiner og bøker,1 stk,Her og Nå,"kr 46,00",Magasiner,"kr 46,00 per stk"
Magasiner og bøker,1 stk,Kamille,"kr 89,00",Magasiner,"kr 89,00 per stk"
Magasiner og bøker,1 stk,Norsk Ukeblad,"kr 59,00",Magasiner,"kr 59,00 per stk"
Magasiner og bøker,1 stk,Allers,"kr 55,00",Magasiner,"kr 55,00 per stk"
Magasiner og bøker,1 stk,Elle,"kr 89,00",Magasiner,"kr 89,00 per stk"
Magasiner og bøker,1 stk,Costume,"kr 99,95",Magasiner,"kr 99,95 per stk"
Magasiner og bøker,1 stk,Vi Menn,"kr 79,90",Magasiner,"kr 79,90 per stk"
Frukt og grønt,600 g,Pommes Strips,"kr 21,30",Frossen frukt og grønt,"kr 35,50 per kg"
Serveringsklare retter,1 stk,Nysmurt Ciabatta Med Ost & Skinke,"kr 59,90",Ferdig påsmurt,"kr 59,90 per stk"
Pizza og taco,225 g,Hvitløk & Ost Pizzabrød,"kr 34,90",Snacking,"kr 155,11 per kg"
Iceland,500 g,Eple Crumble,"kr 49,90","Kaker, dessert og iskrem","kr 99,80 per kg"
Frukt og grønt,"0,45 kg",Opphøgde Poteter med Grillkrydder,"kr 34,40",Frossen frukt og grønt,"kr 76,44 per kg"
Frukt og grønt,600 g,Potetbåter Express,"kr 30,50",Frossen frukt og grønt,"kr 50,83 per kg"
Frukt og grønt,"1,2 kg",Pommesfrites,"kr 31,80",Frossen frukt og grønt,"kr 26,50 per kg"
Frukt og grønt,"Økologisk, 250 g",Jordbær,"kr 28,20",Frossen frukt og grønt,"kr 112,80 per kg"
Frukt og grønt,"Økologisk, 250 g",Blåbær Frosne,"kr 28,00",Frossen frukt og grønt,"kr 112,00 per kg"
Frukt og grønt,300 g,Mangoterninger Fryst,"kr 29,60",Frossen frukt og grønt,"kr 98,67 per kg"
Frukt og grønt,300 g,Avokadoterninger Fryst,"kr 59,90",Frossen frukt og grønt,"kr 199,67 per kg"
Frukt og grønt,75 g,Oppkuttet Chilli,"kr 29,90",Frossen frukt og grønt,"kr 398,67 per kg"
Serveringsklare retter,1 stk,Nysmurt Ciabatta Med Kylling,"kr 59,90",Ferdig påsmurt,"kr 59,90 per stk"
Serveringsklare retter,1 stk,Nysmurt Ciabatta Med Røkt Laks og Eggerøre,"kr 59,90",Ferdig påsmurt,"kr 59,90 per stk"
Serveringsklare retter,220 g,Nysmurt Ciabatta Med Roastbeef,"kr 59,90",Ferdig påsmurt,"kr 272,27 per kg"
Serveringsklare retter,1 stk,Nysmurt Vegetar Wraps,"kr 49,90",Ferdig påsmurt,"kr 49,90 per stk"
Serveringsklare retter,1 stk,Nysmurt Wrap Med Ost og Skinke,"kr 49,90",Ferdig påsmurt,"kr 49,90 per stk"
Serveringsklare retter,1 stk,Kyllingsalat,"kr 109,00",Ferdig påsmurt,"kr 109,00 per stk"
Serveringsklare retter,1 stk,Salat med Ost Og skinke,"kr 109,00",Ferdig påsmurt,"kr 109,00 per stk"
Iceland,225 g,Hvitløk & Ost Pizzabrød,"kr 34,90",Pizza,"kr 155,11 per kg"
Pizza og taco,"Ost & Skinke Flerpakk, 440 g",Hold-it,"kr 63,10",Snacking,"kr 143,41 per kg"
Pizza og taco,170 g,Billys Pan Pizza Original,"kr 20,80",Snacking,"kr 122,35 per kg"
Pizza og taco,120 g,Gorbys Pirog Original,"kr 17,40",Snacking,"kr 145,00 per kg"
Pizza og taco,"Ost & Skinke, 155 g",Grandiosa Pizzarull,"kr 22,80",Snacking,"kr 147,10 per kg"
Pizza og taco,305 g,Calzone Pepperoni & Pesto,"kr 38,20",Snacking,"kr 125,25 per kg"
Pizza og taco,305 g,Calzone Ost & Skinke,"kr 38,20",Snacking,"kr 125,25 per kg"
Fisk og sjømat,,Laksefilet med skinn,"kr 108,80",Fersk fisk,"kr 272,00 per kg"
Frukt og grønt,400 g,Grovhakkede Tomater,"kr 16,50",Hermetisert frukt og grønt,"kr 41,25 per kg"
Frukt og grønt,100 g,Oppkuttet Hvitløk,"kr 32,90",Frossen frukt og grønt,"kr 329,00 per kg"
Frukt og grønt,75 g,Oppkuttet Ingefær,"kr 29,90",Frossen frukt og grønt,"kr 398,67 per kg"
Frukt og grønt,75 g,Oppkuttet Koriander,"kr 29,90",Frossen frukt og grønt,"kr 398,67 per kg"
Frukt og grønt,400 g,Jordbær,"kr 22,30",Frossen frukt og grønt,"kr 55,75 per kg"
Frukt og grønt,400 g,Bringebær,"kr 25,40",Frossen frukt og grønt,"kr 63,50 per kg"
Frukt og grønt,300 g,Norske Jordbær,"kr 28,50",Frossen frukt og grønt,"kr 95,00 per kg"
Frukt og grønt,400 g,Skogsbærblanding,"kr 21,80",Frossen frukt og grønt,"kr 54,50 per kg"
Frukt og grønt,400 g,Blåbær,"kr 28,80",Frossen frukt og grønt,"kr 72,00 per kg"
Frukt og grønt,800 g,Smoothie Mix,"kr 50,80",Frossen frukt og grønt,"kr 63,50 per kg"
Frukt og grønt,800 g,"Smoothiemix Mango, Ananas & Banan","kr 46,80",Frossen frukt og grønt,"kr 58,50 per kg"
Serveringsklare retter,1 stk,Rekesalat,"kr 109,00",Ferdig påsmurt,"kr 109,00 per stk"
Serveringsklare retter,"Med Kylling & Ramsløk, 2 stk",Grov Toast,"kr 31,10",Ferdig påsmurt,"kr 163,68 per kg"
Serveringsklare retter,2 stk,Glutenfri Wienertoast,"kr 37,30",Ferdig påsmurt,"kr 207,22 per kg"
Iceland,"Thin & Crispy, 300 g",Fire Oster Pizza,"kr 32,90",Pizza,"kr 109,67 per kg"
Iceland,"Thin & Crispy, 327 g",Ost og Skinke Pizza,"kr 39,90",Pizza,"kr 122,02 per kg"
Iceland,"Thin & Crispy, 320 g",Dobbel Pepperoni Pizza,"kr 32,90",Pizza,"kr 102,81 per kg"
Iceland,"Ostefylt Skorpe, 453 g",Cheese Feast,"kr 64,90",Pizza,"kr 143,27 per kg"
Iceland,"Ostefylt Skorpe, 475 g",Pizza BBQ Meat Feast,"kr 64,90",Pizza,"kr 136,63 per kg"
Iceland,389 g,Salami & Sausage Pizza,"kr 54,90",Pizza,"kr 141,13 per kg"
Fisk og sjømat,,Laksefilet med Skinn,"kr 54,90",Fersk fisk,"kr 274,50 per kg"
Fisk og sjømat,,Ørretfilet med Skinn,"kr 119,80",Fersk fisk,"kr 299,50 per kg"
Fisk og sjømat,,Ørretfilet med Skinn,"kr 60,40",Fersk fisk,"kr 302,00 per kg"
Fisk og sjømat,,Torskefilet uten Skinn,"kr 48,40",Fersk fisk,"kr 242,00 per kg"
Fisk og sjømat,,Torskefilet Lettsaltet,"kr 74,00",Fersk fisk,"kr 185,00 per kg"
Fisk og sjømat,,Torskefilet Lettsaltet,"kr 45,40",Fersk fisk,"kr 227,00 per kg"
Fisk og sjømat,,Seifilet uten Skinn,"kr 52,80",Fersk fisk,"kr 132,00 per kg"
Fisk og sjømat,,Seifilet uten Skinn,"kr 27,50",Fersk fisk,"kr 137,50 per kg"
Fisk og sjømat,,Smørflyndrefilet,"kr 132,40",Fersk fisk,"kr 331,00 per kg"
Frukt og grønt,"3 x 400g, 1200 g",Finhakkede Tomater,"kr 42,60",Hermetisert frukt og grønt,"kr 35,50 per kg"
Frukt og grønt,400 g,Finhakkede Tomater,"kr 15,90",Hermetisert frukt og grønt,"kr 39,75 per kg"
Frukt og grønt,400 g,Hele Tomater,"kr 21,00",Hermetisert frukt og grønt,"kr 52,50 per kg"
Frukt og grønt,"Tube, 200 g",Tomatpure,"kr 24,60",Hermetisert frukt og grønt,"kr 123,00 per kg"
Frukt og grønt,390 g,Hakkede Tomater Med Basilikum,"kr 11,90",Hermetisert frukt og grønt,"kr 30,51 per kg"
Frukt og grønt,390 g,Hakkede Tomater Med Chilli,"kr 13,90",Hermetisert frukt og grønt,"kr 35,64 per kg"
Frukt og grønt,390 g,Hakkede Tomater Med Hvitløk,"kr 13,80",Hermetisert frukt og grønt,"kr 35,38 per kg"
Frukt og grønt,400 g,Polpa Tomater Knuste,"kr 16,40",Hermetisert frukt og grønt,"kr 41,00 per kg"
Frukt og grønt,"Grønnkål & Frukt, 400 g",Smoothie,"kr 26,10",Frossen frukt og grønt,"kr 65,25 per kg"
Frukt og grønt,"Sambazon, 400 g",Acai Puré Usøtet,"kr 62,00",Frossen frukt og grønt,"kr 155,00 per kg"
Frukt og grønt,850 g,Wok Classic Big Pack,"kr 65,50",Frossen frukt og grønt,"kr 77,06 per kg"
Frukt og grønt,500 g,Familiefavoritt Grovkuttet,"kr 26,70",Frossen frukt og grønt,"kr 53,40 per kg"
Frukt og grønt,500 g,Fullkornsris & Grønnsaker,"kr 29,30",Frossen frukt og grønt,"kr 58,60 per kg"
Frukt og grønt,350 g,Erter,"kr 12,30",Frossen frukt og grønt,"kr 35,14 per kg"
Frukt og grønt,450 g,Hakket Spinat,"kr 14,80",Frossen frukt og grønt,"kr 32,89 per kg"
Frukt og grønt,600 g,Rosenkål,"kr 14,70",Frossen frukt og grønt,"kr 24,50 per kg"
Legemidler og helsekost,"500mg, 20 stk",Paracet Tablett,"kr 35,40",Legemidler,"kr 1,77 per stk"
Frukt og grønt,"Økologisk, 300 g",Sesamfrø,"kr 30,80","Frø, nøtter og tørket frukt","kr 102,67 per kg"
Iceland,750 g,Kylling & Bacon Pasta,"kr 59,90",Ferdigretter,"kr 79,87 per kg"
Iceland,"10 stk, 180 g",Vårruller med And,"kr 29,90",Middag og tilbehør,"kr 166,11 per kg"
Mel og bakeingredienser,100 g,Kokesjokolade Selskap,"kr 27,80",Baketilbehør,"kr 278,00 per kg"
Iceland,"Deep Pan, 365 g",Fire Oster Pizza,"kr 39,90",Pizza,"kr 109,32 per kg"
Iceland,"Deep Pan, 358 g",Meat Feast Pizza,"kr 39,90",Pizza,"kr 111,45 per kg"
Iceland,"Deep Pan, 346 g",Dobbel Pepperoni Pizza,"kr 39,90",Pizza,"kr 115,32 per kg"
Iceland,645 g,Spicy Pepperoni Takeaway Pizza,"kr 97,90",Pizza,"kr 151,78 per kg"
Fisk og sjømat,,Smørflyndrefilet,"kr 68,70",Fersk fisk,"kr 343,50 per kg"
Fisk og sjømat,,Lettsaltet Torskefilet,"kr 67,20",Fersk fisk,"kr 168,00 per kg"
Fisk og sjømat,,Ørretfilet med Skinn,"kr 69,00",Fersk fisk,"kr 172,50 per kg"
Fisk og sjømat,,Laksefilet uten Skinn,"kr 66,70",Fersk fisk,"kr 266,80 per kg"
Fisk og sjømat,"Uten Skinn, 500 g",Laksefilet Naturell,"kr 97,10",Fersk fisk,"kr 194,20 per kg"
Fisk og sjømat,ca. 500 g,Laksefilet Naturell med Skinn,"kr 93,20",Fersk fisk,"kr 186,40 per kg"
Fisk og sjømat,,Fersk Torskefilet Uten Skinn,"kr 93,50",Fersk fisk,"kr 233,75 per kg"
Fisk og sjømat,,Røkt Torskefilet,"kr 95,30",Fersk fisk,"kr 238,25 per kg"
Fisk og sjømat,,Russisk Størkaviar,"kr 456,60",Fersk fisk,"kr 15220,00 per kg"
Pizza og taco,8 stk Medium ca 20 cm,Tortillas,"kr 20,80",Taco,"kr 63,80 per kg"
Fisk og sjømat,750 g,Fiskepinner,"kr 58,30",Frossen fisk og sjømat,"kr 77,73 per kg"
Tørkepapir og vaskemidler,12 stk,Toalettpapir Hvit Lambi,"kr 68,50",Toalettpapir og tørkerull,"kr 0,27 per m"
Varme drikker,450 g,Sjokoladedrikk Boks,"kr 68,80",Kakao og sjokoladepulver,"kr 152,89 per kg"
Mel og bakeingredienser,293 g,Muffins Triple Chocolate Chip,"kr 39,90",Ferdigmikser,"kr 136,18 per kg"
Tørkepapir og vaskemidler,48 stk,Universalserviett Rengjøring,"kr 28,50","Kluter, svamper og hansker","kr 0,59 per stk"
Frukt og grønt,400 g,Cherrytomater,"kr 23,80",Hermetisert frukt og grønt,"kr 59,50 per kg"
Frukt og grønt,400 g,Tomater Hele,"kr 25,80",Hermetisert frukt og grønt,"kr 64,50 per kg"
Frukt og grønt,400 g,Tomater Skinnfrie,"kr 12,80",Hermetisert frukt og grønt,"kr 32,00 per kg"
Frukt og grønt,400 g,Tomater Grovhakkede,"kr 6,80",Hermetisert frukt og grønt,"kr 17,00 per kg"
Frukt og grønt,"Økologisk, 400 g",Hakkede Tomater,"kr 20,70",Hermetisert frukt og grønt,"kr 51,75 per kg"
Frukt og grønt,390 g,Hakkede Tomater Naturell,"kr 18,60",Hermetisert frukt og grønt,"kr 47,69 per kg"
Frukt og grønt,700 g,Petti Passata Il Delicato,"kr 33,00",Hermetisert frukt og grønt,"kr 47,14 per kg"
Frukt og grønt,350 g,Petti Passata Il Delicato,"kr 19,70",Hermetisert frukt og grønt,"kr 56,29 per kg"
Frukt og grønt,140 g,Tomatpuré,"kr 8,30",Hermetisert frukt og grønt,"kr 59,29 per kg"
Varme drikker,"50 poser, 50 stk",Grønn Te Sitron,"kr 112,60",Grønn te,"kr 2,25 per stk"
Frukt og grønt,450 g,Brokkolitopper,"kr 16,30",Frossen frukt og grønt,"kr 36,22 per kg"
Frukt og grønt,"Fryst, 300 g",Aspargesbønner,"kr 19,80",Frossen frukt og grønt,"kr 66,00 per kg"
Frukt og grønt,400 g,Edamame,"kr 29,80",Frossen frukt og grønt,"kr 74,50 per kg"
Frukt og grønt,300 g,Minigulrot,"kr 15,00",Frossen frukt og grønt,"kr 50,00 per kg"
Frukt og grønt,500 g,Brokkoliblanding,"kr 20,60",Frossen frukt og grønt,"kr 41,20 per kg"
Frukt og grønt,500 g,Brokkoli & Blomkål Blanding,"kr 25,10",Frossen frukt og grønt,"kr 50,20 per kg"
Frukt og grønt,500 g,Selskapsblanding,"kr 25,80",Frossen frukt og grønt,"kr 51,60 per kg"
Frukt og grønt,800 g,Amerikansk Blanding,"kr 17,80",Frossen frukt og grønt,"kr 22,25 per kg"
Frukt og grønt,800 g,Lapskausblanding,"kr 20,60",Frossen frukt og grønt,"kr 25,75 per kg"
Legemidler og helsekost,"500mg, 20 stk",Paracet Brusetablett,"kr 54,40",Legemidler,"kr 2,72 per stk"
Legemidler og helsekost,"4-18 mnd, 125mg, 10 stk",Paracet Stikkpille,"kr 49,80",Legemidler,"kr 4,98 per stk"
Legemidler og helsekost,"1,5-9 år, 250mg, 10 stk",Paracet Stikkpille,"kr 49,20",Legemidler,"kr 4,92 per stk"
Legemidler og helsekost,"24mg, 60 ml",Paracet Mikstur,"kr 52,90",Legemidler,"kr 881,67 per l"
Legemidler og helsekost,"20stk, 500mg, 20 stk",Smertestillende Tabletter,"kr 30,30",Legemidler,"kr 1,52 per stk"
Legemidler og helsekost,"200mg, 20 stk",Ibux Ibuprofen tabletter,"kr 46,80",Legemidler,"kr 2,34 per stk"
Frukt og grønt,"Økologisk, 300 g",Gresskarkjerner,"kr 37,20","Frø, nøtter og tørket frukt","kr 37,20 per stk"
Frukt og grønt,"Økologisk, 350 g",Chiafrø,"kr 44,20","Frø, nøtter og tørket frukt","kr 126,29 per kg"
Frukt og grønt,"Økologisk, 350 g",Linfrø,"kr 21,90","Frø, nøtter og tørket frukt","kr 62,57 per kg"
Frukt og grønt,160 g,Brente Mandler,"kr 62,90","Frø, nøtter og tørket frukt","kr 393,13 per kg"
Frukt og grønt,"Økologisk, 150 g",Fiken,"kr 39,60","Frø, nøtter og tørket frukt","kr 264,00 per kg"
Frukt og grønt,"Økologisk, 150 g",Svisker,"kr 49,30","Frø, nøtter og tørket frukt","kr 328,67 per kg"
Frukt og grønt,"Israel/ Tyrkia, 200 g",Ferske dadler,"kr 37,80","Frø, nøtter og tørket frukt","kr 189,00 per kg"
Frukt og grønt,60 g,Nøtte- og Fruktmix,"kr 10,00","Frø, nøtter og tørket frukt","kr 166,67 per kg"
Iceland,750 g,Kylling Tikka Biryani,"kr 59,90",Ferdigretter,"kr 79,87 per kg"
Iceland,500 g,Vegetable Lasagne,"kr 35,90",Ferdigretter,"kr 71,80 per kg"
Iceland,500 g,Beef Lasagne,"kr 42,90",Ferdigretter,"kr 85,80 per kg"
Iceland,500 g,Kyllingcurry med Ris,"kr 39,90",Ferdigretter,"kr 79,80 per kg"
Iceland,500 g,Sweet & Sour Kylling med Ris,"kr 39,90",Ferdigretter,"kr 79,80 per kg"
Iceland,"16 stk, 320 g",Vårruller med Grønnsaker,"kr 27,90",Middag og tilbehør,"kr 87,19 per kg"
Iceland,"85 stk, 1,7 kg",Vårruller med Grønnsaker,"kr 149,00",Middag og tilbehør,"kr 87,65 per kg"
Iceland,"65 stk, 975 g",Mozzarella Sticks,"kr 169,90",Middag og tilbehør,"kr 174,26 per kg"
Iceland,75 g,Oppkuttet Koriander,"kr 29,90",Middag og tilbehør,"kr 398,67 per kg"
Iceland,75 g,Oppkuttet Ingefær,"kr 29,90",Middag og tilbehør,"kr 398,67 per kg"
Iceland,100 g,Oppkuttet Hvitløk,"kr 32,90",Middag og tilbehør,"kr 329,00 per kg"
Iceland,75 g,Oppkuttet Chilli,"kr 29,90",Middag og tilbehør,"kr 398,67 per kg"
Mel og bakeingredienser,125 g,Pynteglasur Hvit,"kr 33,40",Baketilbehør,"kr 267,20 per kg"
Mel og bakeingredienser,100 g,Kokesjokolade 70%,"kr 31,20",Baketilbehør,"kr 312,00 per kg"
Mel og bakeingredienser,100 g,Lys Kokesjokolade,"kr 25,20",Baketilbehør,"kr 252,00 per kg"
Mel og bakeingredienser,"Kokesjokolade, 100 g",Dronning Sjokolade,"kr 21,80",Baketilbehør,"kr 218,00 per kg"
Mel og bakeingredienser,200 g,Kokesjokolade Dronning,"kr 39,80",Baketilbehør,"kr 199,00 per kg"
Mel og bakeingredienser,100 g,Kokesjokolade Mørk,"kr 18,50",Baketilbehør,"kr 185,00 per kg"
Mel og bakeingredienser,100 g,Kokesjokolade Lys,"kr 15,70",Baketilbehør,"kr 157,00 per kg"
Mel og bakeingredienser,250 g,Regia Bakekakao,"kr 43,80",Baketilbehør,"kr 175,20 per kg"
Mel og bakeingredienser,500 g,Melis,"kr 14,50",Baketilbehør,"kr 29,00 per kg"
Fisk og sjømat,,Laks Midloin,"kr 93,50",Fersk fisk,"kr 311,67 per kg"
Fisk og sjømat,,Fiskegrateng,"kr 113,90",Fersk fisk,"kr 126,56 per kg"
Fisk og sjømat,,Fersk Brosmefilet,"kr 51,90",Fersk fisk,"kr 259,50 per kg"
Fisk og sjømat,,Fersk Brosmefilet,"kr 103,00",Fersk fisk,"kr 257,50 per kg"
Fisk og sjømat,,Laksebiff Uten Skinn,"kr 155,00",Fersk fisk,"kr 310,00 per kg"
Fisk og sjømat,,Salma Brg,"kr 76,80",Fersk fisk,"kr 295,38 per kg"
Fisk og sjømat,,Fersk Langefilet,"kr 100,80",Fersk fisk,"kr 252,00 per kg"
Pizza og taco,8 stk Large ca 23 cm,Tortillas,"kr 32,10",Taco,"kr 68,74 per kg"
Pizza og taco,6 stk Fullkorn ca 23 cm,Tortillas,"kr 27,60",Taco,"kr 78,86 per kg"
Pizza og taco,6 stk ca 17 cm,Tortilla Glutenfri,"kr 39,80",Taco,"kr 184,26 per kg"
Pizza og taco,10 stk ca 20 cm,Mini 100% Corn Tortilla,"kr 31,80",Taco,"kr 151,43 per kg"
Pizza og taco,ca 25 cm,Tortillas,"kr 15,90",Taco,"kr 42,74 per kg"
Pizza og taco,ca 25 cm,Fullkorntortillas,"kr 19,70",Taco,"kr 52,96 per kg"
Pizza og taco,"190g, 193 g",Soft Tortillas Stand'n Stuff,"kr 29,40",Taco,"kr 152,33 per kg"
Pizza og taco,"12pk, 156 g",Taco Shells,"kr 21,60",Taco,"kr 138,46 per kg"
Pizza og taco,120 g,Mini Taco Tubs,"kr 39,40",Taco,"kr 328,33 per kg"
Fisk og sjømat,480 g,Fish & Crisp Gourmet,"kr 65,80",Frossen fisk og sjømat,"kr 137,08 per kg"
Fisk og sjømat,510 g,Fiskegrateng god gammeldags,"kr 59,70",Frossen fisk og sjømat,"kr 117,06 per kg"
Fisk og sjømat,420 g,Torsk Gourmet,"kr 97,90",Frossen fisk og sjømat,"kr 233,10 per kg"
Fisk og sjømat,380 g,Ovnsbakt Fisk Italiensk,"kr 52,60",Frossen fisk og sjømat,"kr 138,42 per kg"
Fisk og sjømat,1 kg,Familiens Fiskegrateng,"kr 57,90",Frossen fisk og sjømat,"kr 57,90 per kg"
Fisk og sjømat,500 g,Sprøbakte Fiskefileter,"kr 62,80",Frossen fisk og sjømat,"kr 125,60 per kg"
Fisk og sjømat,"Med Reke- og Champignonsaus, 300 g",Kapteinens Fylte Rødspette,"kr 77,80",Frossen fisk og sjømat,"kr 259,33 per kg"
Fisk og sjømat,250 g,Crabsticks,"kr 11,80",Frossen fisk og sjømat,"kr 47,20 per kg"
Fisk og sjømat,300 g,Kapteinens Fylte Torsk med Bacon & Kremet Saus,"kr 54,80",Frossen fisk og sjømat,"kr 182,67 per kg"
Tørkepapir og vaskemidler,6 stk,Toalettpapir,"kr 37,00",Toalettpapir og tørkerull,"kr 0,29 per m"
Tørkepapir og vaskemidler,4 stk,Maximeter Toalettpapir,"kr 33,10",Toalettpapir og tørkerull,"kr 0,19 per m"
Tørkepapir og vaskemidler,18 stk,Soft Toalettpapir,"kr 79,90",Toalettpapir og tørkerull,"kr 0,19 per m"
Tørkepapir og vaskemidler,6 stk,Soft Toalettpapir 3 Lag,"kr 35,60",Toalettpapir og tørkerull,"kr 0,26 per m"
Tørkepapir og vaskemidler,"Premium, 4 stk",Toalettpapir 4-lags,"kr 31,10",Toalettpapir og tørkerull,"kr 0,40 per m"
Tørkepapir og vaskemidler,8 stk,Toalettpapir,"kr 11,90",Toalettpapir og tørkerull,"kr 0,07 per m"
Tørkepapir og vaskemidler,4 stk,Tørkerull Lambi,"kr 42,30",Toalettpapir og tørkerull,"kr 0,81 per m"
Tørkepapir og vaskemidler,3 stk,Miljøvalg Tørkerull,"kr 38,00",Toalettpapir og tørkerull,"kr 0,61 per m"
Varme drikker,"10 porsjonspakker, 320 g",Sjokoladedrikk,"kr 29,70",Kakao og sjokoladepulver,"kr 92,81 per kg"
Varme drikker,"Refill, 1,1 kg",O'boy Original,"kr 53,00",Kakao og sjokoladepulver,"kr 48,18 per kg"
Varme drikker,450 g,O'boy Original,"kr 25,40",Kakao og sjokoladepulver,"kr 56,44 per kg"
Varme drikker,500 g,O'boy Mindre Sukker,"kr 41,40",Kakao og sjokoladepulver,"kr 82,80 per kg"
