category,extra_name,main_name,price,subcategory,unit_price
Middager og tilbehør,"Hvitløk og Persille, 120 g",Brødsnacks,"kr 40,80",Middagstilbehør,"kr 340,00 per kg"
Middager og tilbehør,200 g,Chili Con Queso,"kr 40,50",Middagstilbehør,"kr 202,50 per kg"
Middager og tilbehør,300 g,Falafel,"kr 42,80",Middagstilbehør,"kr 142,67 per kg"
Middager og tilbehør,130 g,Fersk Grønn Pesto,"kr 42,20",Middagstilbehør,"kr 324,62 per kg"
Middager og tilbehør,370 g,Fersk Kikertcurry,"kr 44,60",Middagstilbehør,"kr 120,54 per kg"
Middager og tilbehør,750 g,Fløtegratinerte Poteter,"kr 39,60",Middagstilbehør,"kr 52,80 per kg"
Middager og tilbehør,"Norge/ Danmark, 400 g",Fløtepoteter,"kr 36,30",Middagstilbehør,"kr 90,75 per kg"
Is og desserter,440 ml,Magnum Classic,"kr 75,60",Is i boks,"kr 171,82 per l"
Is og desserter,440 ml,Magnum Almond,"kr 76,90",Is i boks,"kr 174,77 per l"
Is og desserter,440 ml,Magnum Double Salted Caramel,"kr 75,40",Is i boks,"kr 171,36 per l"
Is og desserter,440 ml,Magnum White Chocolate & Cookies,"kr 75,40",Is i boks,"kr 171,36 per l"
Is og desserter,2 l,Fløte-is Krokan,"kr 51,70",Is i boks,"kr 25,85 per l"
Is og desserter,2 l,Fløte-Is Vanilje,"kr 44,80",Is i boks,"kr 22,40 per l"
Is og desserter,2 l,Fløte-Is Tress,"kr 46,40",Is i boks,"kr 23,20 per l"
Is og desserter,"Laktosefri, 750 ml",FRI Vanilje Is med Sjokoladebiter,"kr 89,80",Is i boks,"kr 119,73 per l"
Is og desserter,"Laktosefri, 750 ml",FRI Vanilje Is,"kr 59,60",Is i boks,"kr 79,47 per l"
"Kaker, kjeks og desserter",96 g,Oreo Crispy & Thin Sjokolade,"kr 29,60",Kjeks,"kr 308,33 per kg"
"Kaker, kjeks og desserter",154 g,Oreo Golden,"kr 33,90",Kjeks,"kr 220,13 per kg"
"Kaker, kjeks og desserter",115 g,Oreo Mini,"kr 32,30",Kjeks,"kr 280,87 per kg"
"Kaker, kjeks og desserter",190 g,Ritz Breaks Original,"kr 35,80",Kjeks,"kr 188,42 per kg"
Pålegg,100 g,Pepperskinke,"kr 26,50",Kjøtt- og kyllingpålegg,"kr 265,00 per kg"
Pålegg,110 g,Løvtynn Kalkunfilet,"kr 42,60",Kjøtt- og kyllingpålegg,"kr 387,27 per kg"
Pålegg,110 g,Kalkun Krydderskinke Skivet,"kr 28,60",Kjøtt- og kyllingpålegg,"kr 260,00 per kg"
Pålegg,80 g,Kyllingfilet Røkt Bøkeflis,"kr 22,70",Kjøtt- og kyllingpålegg,"kr 283,75 per kg"
Pålegg,80 g,Kyllingpålegg Naturell,"kr 22,50",Kjøtt- og kyllingpålegg,"kr 281,25 per kg"
Pålegg,80 g,Kyllingfilet med Paprika,"kr 23,20",Kjøtt- og kyllingpålegg,"kr 290,00 per kg"
Pålegg,80 g,Kyllingfilet Basilikum,"kr 23,20",Kjøtt- og kyllingpålegg,"kr 290,00 per kg"
Middager og tilbehør,150 g,Guacamole,"kr 32,90",Middagstilbehør,"kr 219,33 per kg"
Middager og tilbehør,"Proteinrikt Havrebasert Matlagingsprodukt, 160 g",Havrebit Naturell,"kr 31,60",Middagstilbehør,"kr 197,50 per kg"
Middager og tilbehør,"Proteinrikt Havrebasert Matlagingsprodukt, 160 g",Havrebit Urter,"kr 42,20",Middagstilbehør,"kr 263,75 per kg"
Middager og tilbehør,150 g,Hummus Rødbet,"kr 26,90",Middagstilbehør,"kr 179,33 per kg"
Middager og tilbehør,"Med Tomat, Chili og Basilikum, 210 g",Hummus Trio,"kr 36,30",Middagstilbehør,"kr 172,86 per kg"
Middager og tilbehør,"Upasteurisert Surkål, 390 ml",Jegerkraut,"kr 159,00",Middagstilbehør,"kr 407,69 per l"
Middager og tilbehør,"Fettfri, 142 g",Krutonger Hvitløk & Løk,"kr 46,70",Middagstilbehør,"kr 328,87 per kg"
Middager og tilbehør,50 g,Krutonger Caesar,"kr 15,50",Middagstilbehør,"kr 310,00 per kg"
Is og desserter,"Økologisk, 0,5 l",Vaniljeis med Sjokoladebiter,"kr 49,00",Is i boks,"kr 98,00 per l"
Is og desserter,"0,5 l",Salt Karamellis med Pecan,"kr 69,90",Is i boks,"kr 139,80 per l"
Is og desserter,"0,8 l",Lykken Riskrem,"kr 49,90",Is i boks,"kr 62,38 per l"
Pålegg,110 g,Kalkunfilet Med Grovkvernet Pepper,"kr 34,10",Kjøtt- og kyllingpålegg,"kr 310,00 per kg"
Pålegg,110 g,Kalkunfilet Naturell,"kr 35,40",Kjøtt- og kyllingpålegg,"kr 321,82 per kg"
Pålegg,110 g,Kalkunfilet Røkt Skivet,"kr 39,30",Kjøtt- og kyllingpålegg,"kr 357,27 per kg"
Pålegg,100 g,Okserull,"kr 32,20",Kjøtt- og kyllingpålegg,"kr 322,00 per kg"
Pålegg,100 g,Sylte Oppskåret,"kr 30,10",Kjøtt- og kyllingpålegg,"kr 301,00 per kg"
Pålegg,100 g,Tungerull Oppskåret,"kr 47,90",Kjøtt- og kyllingpålegg,"kr 479,00 per kg"
Middager og tilbehør,50 g,Krutonger med Tomat & Basilikum,"kr 31,40",Middagstilbehør,"kr 628,00 per kg"
Pålegg,400 g,Falukorv,"kr 48,40",Kjøtt- og kyllingpålegg,"kr 121,00 per kg"
Pålegg,400 g,Falukorv Snabb,"kr 56,00",Kjøtt- og kyllingpålegg,"kr 140,00 per kg"
Pålegg,450 g,Kalkunkorv,"kr 43,80",Kjøtt- og kyllingpålegg,"kr 97,33 per kg"
Pizza og taco,"Taste Lab, 185 g",Salsa Chipotle,"kr 21,00",Taco,"kr 113,51 per kg"
Pizza og taco,"Taste Lab, 175 g",Salsa Verde,"kr 15,90",Taco,"kr 90,86 per kg"
Pizza og taco,"Mild, 165 g",Totensalsa ælminnelig,"kr 32,10",Taco,"kr 194,55 per kg"
Pizza og taco,"Medium, 165 g",Totensalsa kvass,"kr 32,90",Taco,"kr 199,39 per kg"
Pizza og taco,240 g,Plantebasert Stekt Mince,"kr 39,40",Taco,"kr 164,17 per kg"
Pizza og taco,300 g,Revet Ost Original,"kr 48,80",Taco,"kr 162,67 per kg"
Clas Ohlson-butikken,"Cotech, 1 stk",Bitssett 31 deler,"kr 129,90",Verktøy,"kr 129,90 per stk"
Clas Ohlson-butikken,"7,2V, 1 stk",Håndstøvsuger,"kr 329,90",Rengjøring,"kr 329,90 per stk"
Clas Ohlson-butikken,1 stk,Hammer 16oz,"kr 169,90",Verktøy,"kr 169,90 per stk"
Clas Ohlson-butikken,"Cs140, Cocraft, 1 stk",Heftepistol,"kr 249,90",Verktøy,"kr 249,90 per stk"
Clas Ohlson-butikken,650 stk,Klammer Type 140 10mm,"kr 99,90",Verktøy,"kr 0,15 per stk"
Clas Ohlson-butikken,"Blå, 1 stk",Juniorens verktøysett,"kr 249,90",Verktøy,"kr 249,90 per stk"
Clas Ohlson-butikken,"Cocraft, 1 stk",Målebånd 5m,"kr 119,90",Verktøy,"kr 119,90 per stk"
Clas Ohlson-butikken,"670 deler, 1 stk",Skrue og pluggsett,"kr 149,90",Verktøy,"kr 149,90 per stk"
Clas Ohlson-butikken,"Cocraft, 1 stk",Skrutrekkersett 7 deler,"kr 209,90",Verktøy,"kr 209,90 per stk"
Clas Ohlson-butikken,1 stk,Verktøykasse M/ Verktøy,"kr 249,90",Verktøy,"kr 249,90 per stk"
Clas Ohlson-butikken,250 ml,Silikonspray,"kr 99,90",Verktøy,"kr 399,60 per l"
Clas Ohlson-butikken,"Gra, 1 stk",Oppvaskunderlag,"kr 79,90",Rengjøring,"kr 79,90 per stk"
Clas Ohlson-butikken,24 stk,Klesklyper Tre,"kr 39,90",Rengjøring,"kr 1,66 per stk"
Clas Ohlson-butikken,2 stk,Oppvaskmaskinrens,"kr 49,90",Rengjøring,"kr 24,95 per stk"
Clas Ohlson-butikken,2 stk,Vaskemaskinrens,"kr 49,90",Rengjøring,"kr 24,95 per stk"
Clas Ohlson-butikken,1 stk,Strykejern Coline,"kr 349,90",Rengjøring,"kr 349,90 per stk"
Clas Ohlson-butikken,1 stk,Strykejern Philips Gc2994,"kr 599,00",Rengjøring,"kr 599,00 per stk"
Clas Ohlson-butikken,1 stk,Avisningsklut fryser,"kr 99,90",Rengjøring,"kr 99,90 per stk"
Clas Ohlson-butikken,1 stk,Feiesett,"kr 59,90",Rengjøring,"kr 59,90 per stk"
Clas Ohlson-butikken,3 stk,Flaskebørste,"kr 49,90",Rengjøring,"kr 16,63 per stk"
Clas Ohlson-butikken,1 stk,Personvekt Svart,"kr 219,90",Personlig pleie,"kr 219,90 per stk"
Clas Ohlson-butikken,1 stk,Frontlykt sykkel led oppladbar,"kr 199,90",Verktøy,"kr 199,90 per stk"
Mel og bakeingredienser,250 g,Kokosmasse,"kr 19,30",Baketilbehør,"kr 77,20 per kg"
Clas Ohlson-butikken,4 stk,Kjøkkenhåndkle Grå/hvit,"kr 59,90",Rengjøring,"kr 14,98 per stk"
Clas Ohlson-butikken,1 stk,Rengjøringsmiddel keramisk topp,"kr 49,90",Rengjøring,"kr 49,90 per stk"
Clas Ohlson-butikken,1 stk,Twinner universal støvsugermunnstykke,"kr 219,90",Rengjøring,"kr 219,90 per stk"
Clas Ohlson-butikken,1 stk,Tannbørste Frozen,"kr 299,90",Personlig pleie,"kr 299,90 per stk"
Clas Ohlson-butikken,4 stk,Børstehode Frozen,"kr 199,90",Personlig pleie,"kr 49,98 per stk"
Clas Ohlson-butikken,1 stk,Eltannbørste Star Wars,"kr 299,90",Personlig pleie,"kr 299,90 per stk"
Clas Ohlson-butikken,4 stk,Børstehode Star Wars,"kr 199,90",Personlig pleie,"kr 49,98 per stk"
Clas Ohlson-butikken,1 stk,Eltannbørste Oral B Smart 4200S,"kr 998,00",Personlig pleie,"kr 998,00 per stk"
Clas Ohlson-butikken,"Keratin, 1 stk",Hårføner,"kr 549,00",Personlig pleie,"kr 549,00 per stk"
Clas Ohlson-butikken,"Philips S5050/06, 1 stk",Barbermaskin,"kr 1298,00",Personlig pleie,"kr 1298,00 per stk"
Clas Ohlson-butikken,1 stk,Værstasjon med fargeskjerm,"kr 499,90",Elektronikk,"kr 499,90 per stk"
Frukt og grønt,"Rå, Usaltet, 130 g",Økologiske Hasselnøtter,"kr 52,80","Frø, nøtter og tørket frukt","kr 406,15 per kg"
Mel og bakeingredienser,500 g,Marsipan,"kr 27,40",Baketilbehør,"kr 54,80 per kg"
Mel og bakeingredienser,400 g,Ekte Marsipan,"kr 67,40",Baketilbehør,"kr 168,50 per kg"
Mel og bakeingredienser,300 g,Fondantlokk,"kr 95,90",Baketilbehør,"kr 319,67 per kg"
Mel og bakeingredienser,"Til Syltetøy, 45 g",Jam Frysepulver,"kr 19,60",Baketilbehør,"kr 435,56 per kg"
Mel og bakeingredienser,"Med Romsmak, 0,5 l",Piano Kakekrem,"kr 33,40",Baketilbehør,"kr 66,80 per l"
Mel og bakeingredienser,120 g,Kulørt Marengs,"kr 25,20",Baketilbehør,"kr 210,00 per kg"
Mel og bakeingredienser,100 g,Sukat,"kr 23,60",Baketilbehør,"kr 236,00 per kg"
Clas Ohlson-butikken,1 stk,Elektrisk Barberhøvel Oneblade,"kr 349,90",Personlig pleie,"kr 349,90 per stk"
Clas Ohlson-butikken,75 ml,Balsam Lyko Vegan,"kr 29,90",Personlig pleie,"kr 398,67 per l"
Clas Ohlson-butikken,75 ml,Dusjsåpe Lyko Vegan,"kr 29,90",Personlig pleie,"kr 398,67 per l"
Clas Ohlson-butikken,"Nøytral, 1 stk",Leppepomade Lyko Vegan,"kr 29,90",Personlig pleie,"kr 29,90 per stk"
Clas Ohlson-butikken,75 ml,Shampo Lyko Vegan,"kr 29,90",Personlig pleie,"kr 398,67 per l"
Clas Ohlson-butikken,"3x forstørrelse, 1 stk",Speil,"kr 99,90",Personlig pleie,"kr 99,90 per stk"
Clas Ohlson-butikken,1 stk,Tørrshampo 75ml vegan,"kr 29,90",Personlig pleie,"kr 29,90 per stk"
Clas Ohlson-butikken,1 stk,Google Home Mini Hvit,"kr 549,00",Elektronikk,"kr 549,00 per stk"
Clas Ohlson-butikken,"Norsk versjon, 1 stk",Google Home stemmeassistent,"kr 799,00",Elektronikk,"kr 799,00 per stk"
Clas Ohlson-butikken,"iPod/iPhone/iPad, 1 stk",Synkkabel Lightning hvit,"kr 159,90",Elektronikk,"kr 159,90 per stk"
Clas Ohlson-butikken,"Hvit, 1 stk",Synkkabel Micro-USB,"kr 149,90",Elektronikk,"kr 149,90 per stk"
Clas Ohlson-butikken,1 stk,Powerbank 3350 mAh,"kr 99,90",Elektronikk,"kr 99,90 per stk"
Clas Ohlson-butikken,1 stk,Powerbank Usb-c 10050mah,"kr 399,90",Elektronikk,"kr 399,90 per stk"
Clas Ohlson-butikken,"iPod/iPhone/iPad, 1 stk",USB-lader Lightning 230v,"kr 199,90",Elektronikk,"kr 199,90 per stk"
Frukt og grønt,"Uten Skall, 180 g",Økologiske Hempfrø,"kr 52,80","Frø, nøtter og tørket frukt","kr 293,33 per kg"
Frukt og grønt,240 g,Økologiske Hvite Morbær,"kr 52,80","Frø, nøtter og tørket frukt","kr 220,00 per kg"
Frukt og grønt,"Rå, Usaltet, 150 g",Økologiske Paranøtter,"kr 52,80","Frø, nøtter og tørket frukt","kr 352,00 per kg"
Frukt og grønt,"Rå, Usaltet, 70 g",Økologiske Pekannøtter,"kr 52,80","Frø, nøtter og tørket frukt","kr 754,29 per kg"
Frukt og grønt,440 g,Økologiske Sultana Rosiner,"kr 49,70","Frø, nøtter og tørket frukt","kr 112,95 per kg"
Frukt og grønt,125 g,Økologiske Tørkede Gojibær,"kr 52,80","Frø, nøtter og tørket frukt","kr 422,40 per kg"
Frukt og grønt,200 g,Økologiske Tranebær,"kr 49,70","Frø, nøtter og tørket frukt","kr 248,50 per kg"
Frukt og grønt,150 g,Økologiske Valnøtter,"kr 47,50","Frø, nøtter og tørket frukt","kr 316,67 per kg"
Frukt og grønt,400 g,Økologisk Fullkorncouscous,"kr 28,50","Frø, nøtter og tørket frukt","kr 71,25 per kg"
Mel og bakeingredienser,10 ml,Vaniljeessens,"kr 23,80",Baketilbehør,"kr 2380,00 per l"
Mel og bakeingredienser,10 ml,Mandelessens,"kr 24,60",Baketilbehør,"kr 2460,00 per l"
Mel og bakeingredienser,10 ml,Romessens,"kr 23,50",Baketilbehør,"kr 2350,00 per l"
Mel og bakeingredienser,90 g,Sukkerkulør Flytende,"kr 15,80",Baketilbehør,"kr 175,56 per kg"
Mel og bakeingredienser,50 stk,Muffinsformer Design,"kr 37,20",Baketilbehør,"kr 0,74 per stk"
Mel og bakeingredienser,10 stk,Gelatinplater,"kr 10,80",Baketilbehør,"kr 1,08 per stk"
Mel og bakeingredienser,65 g,Gelatinpulver,"kr 39,60",Baketilbehør,"kr 609,23 per kg"
Mel og bakeingredienser,25 g,Gelatinpulver,"kr 14,40",Baketilbehør,"kr 576,00 per kg"
Mel og bakeingredienser,23 g,Gimsøy Sitronsyre,"kr 17,80",Baketilbehør,"kr 773,91 per kg"
Mel og bakeingredienser,"Med Jod, 1 kg",Jozo Fint Salt,"kr 8,60",Baketilbehør,"kr 8,60 per kg"
Frukt og grønt,184 g,Sjampinjong Skivet,"kr 5,20",Hermetisert frukt og grønt,"kr 28,26 per kg"
Clas Ohlson-butikken,1 stk,Usb-c Til Hdmi-adapter,"kr 299,90",Elektronikk,"kr 299,90 per stk"
Clas Ohlson-butikken,"iPod/iPhone/iPad, 1 stk",Lightning V-lader 12v,"kr 199,90",Elektronikk,"kr 199,90 per stk"
Clas Ohlson-butikken,"1m, sort, 1 stk",Micro USB-lader 230V,"kr 159,90",Elektronikk,"kr 159,90 per stk"
Clas Ohlson-butikken,"1,8m, 1 stk",USB-A til USB-C-kabel,"kr 199,90",Elektronikk,"kr 199,90 per stk"
Clas Ohlson-butikken,1 stk,Mini-DisplayPort til HDMI-adapter,"kr 349,90",Elektronikk,"kr 349,90 per stk"
Clas Ohlson-butikken,"2 meter, 1 stk",HDMI-kabel,"kr 199,90",Elektronikk,"kr 199,90 per stk"
Clas Ohlson-butikken,"Svart, 1 stk",Hodetelefon med mikrofon,"kr 119,90",Elektronikk,"kr 119,90 per stk"
Clas Ohlson-butikken,1 stk,12v USB Lader Micro-USB,"kr 159,90",Elektronikk,"kr 159,90 per stk"
Frukt og grønt,300 g,Økologisk Hirse,"kr 52,80","Frø, nøtter og tørket frukt","kr 176,00 per kg"
Frukt og grønt,350 g,Økologisk Hvit Quinoa,"kr 52,80","Frø, nøtter og tørket frukt","kr 150,86 per kg"
Frukt og grønt,"Rå, Usaltet, 150 g",Økologisk Nøttemiks,"kr 52,80","Frø, nøtter og tørket frukt","kr 352,00 per kg"
Frukt og grønt,350 g,Økologisk Quinoamix,"kr 52,80","Frø, nøtter og tørket frukt","kr 150,86 per kg"
Frukt og grønt,175 g,Paranøtter  usaltede,"kr 52,80","Frø, nøtter og tørket frukt","kr 301,71 per kg"
Frukt og grønt,"Ristet & Saltet, 1 kg",Peanøtter,"kr 84,70","Frø, nøtter og tørket frukt","kr 84,70 per kg"
Frukt og grønt,"Ristet, Usaltet, 1 kg",Peanøtter,"kr 84,70","Frø, nøtter og tørket frukt","kr 84,70 per kg"
Frukt og grønt,"Ristet, Usaltet, 260 g",Peanøtter,"kr 21,00","Frø, nøtter og tørket frukt","kr 80,77 per kg"
Frukt og grønt,"Nøtteliten, Kina, 50 g",Pinjekjerner,"kr 33,20","Frø, nøtter og tørket frukt","kr 664,00 per kg"
Mel og bakeingredienser,"Uten Jod, 1 kg",Jozo Fint Salt,"kr 8,60",Baketilbehør,"kr 8,60 per kg"
Mel og bakeingredienser,160 g,Football Decor Kit,"kr 63,60",Baketilbehør,"kr 397,50 per kg"
Mel og bakeingredienser,45 g,Syltepulver,"kr 18,80",Baketilbehør,"kr 417,78 per kg"
Mel og bakeingredienser,37 g,Kakefyll med Romsmak,"kr 16,30",Baketilbehør,"kr 440,54 per kg"
Mel og bakeingredienser,37 g,Kakefyll Vanilje,"kr 14,60",Baketilbehør,"kr 394,59 per kg"
Mel og bakeingredienser,400 g,Oreo Knust Kjeks,"kr 56,00",Baketilbehør,"kr 140,00 per kg"
Frukt og grønt,370 g,Kalamata-Oliven Uten Sten,"kr 51,80",Hermetisert frukt og grønt,"kr 140,00 per kg"
Frukt og grønt,370 g,Oliven Grønn Med Paprika,"kr 65,80",Hermetisert frukt og grønt,"kr 177,84 per kg"
Frukt og grønt,"Økologisk, 230 g",Kalamata-Oliven,"kr 62,80",Hermetisert frukt og grønt,"kr 273,04 per kg"
Frukt og grønt,230 g,Fetaostfylte Grønne Oliven,"kr 61,40",Hermetisert frukt og grønt,"kr 266,96 per kg"
Frukt og grønt,230 g,Sorte Oliven Uten Sten,"kr 27,40",Hermetisert frukt og grønt,"kr 119,13 per kg"
Frukt og grønt,340 g,Oliven Sort Uten Sten,"kr 19,10",Hermetisert frukt og grønt,"kr 56,18 per kg"
Frukt og grønt,340 g,Oliven Grønn Uten Sten,"kr 17,90",Hermetisert frukt og grønt,"kr 52,65 per kg"
Clas Ohlson-butikken,1 stk,Trådløs mus,"kr 139,90",Elektronikk,"kr 139,90 per stk"
Clas Ohlson-butikken,1 stk,Trådløst tastatur og mus,"kr 249,90",Elektronikk,"kr 249,90 per stk"
Clas Ohlson-butikken,1 stk,Frontlykt sykkel led oppladbar,"kr 199,90",Elektronikk,"kr 199,90 per stk"
Clas Ohlson-butikken,1 stk,Reiseadapter Europa til USA,"kr 99,90",Elektronikk,"kr 99,90 per stk"
Clas Ohlson-butikken,1 stk,Reiseadapter Europa-UK,"kr 99,90",Elektronikk,"kr 99,90 per stk"
Clas Ohlson-butikken,1 stk,Skjøteledning utendørs 10 meter,"kr 209,90",Elektronikk,"kr 209,90 per stk"
Frukt og grønt,"Rå, Usaltet, 85 g",Pistasjkjerner,"kr 52,80","Frø, nøtter og tørket frukt","kr 621,18 per kg"
Frukt og grønt,300 g,Polly Peanøtter Lettsaltet,"kr 33,00","Frø, nøtter og tørket frukt","kr 110,00 per kg"
Frukt og grønt,500 g,Quinoamix,"kr 49,70","Frø, nøtter og tørket frukt","kr 99,40 per kg"
Frukt og grønt,"usaltet, 125 g",Rå Pekanøtter,"kr 52,80","Frø, nøtter og tørket frukt","kr 422,40 per kg"
Frukt og grønt,"Med Skall, 250 g",Rå Sesamfrø,"kr 31,60","Frø, nøtter og tørket frukt","kr 126,40 per kg"
Frukt og grønt,185 g,Rå Sorte Sesamfrø,"kr 36,90","Frø, nøtter og tørket frukt","kr 199,46 per kg"
Frukt og grønt,50 g,Rema 1000 Proteinmix,"kr 10,60","Frø, nøtter og tørket frukt","kr 212,00 per kg"
Frukt og grønt,175 g,Røkte Og Salte Mandler,"kr 47,50","Frø, nøtter og tørket frukt","kr 271,43 per kg"
Mel og bakeingredienser,"Økologisk, 333 g",Agavesirup Chantico Wild,"kr 70,90",Baketilbehør,"kr 212,91 per kg"
Mel og bakeingredienser,250 g,Agavesirup Økologisk,"kr 57,10",Baketilbehør,"kr 228,40 per kg"
Mel og bakeingredienser,190 g,Baking Cocoa,"kr 45,70",Baketilbehør,"kr 240,53 per kg"
Mel og bakeingredienser,"3 x 10g, 30 g",Cream Fix,"kr 14,70",Baketilbehør,"kr 490,00 per kg"
Mel og bakeingredienser,450 ml,Daddelsirup,"kr 45,60",Baketilbehør,"kr 101,33 per l"
Mel og bakeingredienser,210 stk,Muffinsformer,"kr 22,40",Baketilbehør,"kr 0,11 per stk"
Mel og bakeingredienser,45 stk,Muffinsformer,"kr 30,60",Baketilbehør,"kr 0,68 per stk"
Mel og bakeingredienser,24 stk,Muffinsformer Store,"kr 31,60",Baketilbehør,"kr 1,32 per stk"
Frukt og grønt,340 g,Grønn Oliven Med Paprika,"kr 21,20",Hermetisert frukt og grønt,"kr 62,35 per kg"
Frukt og grønt,130 g,Kalamata Oliven,"kr 31,20",Hermetisert frukt og grønt,"kr 240,00 per kg"
Frukt og grønt,681 g,Ananas i Skiver 3-pk,"kr 26,80",Hermetisert frukt og grønt,"kr 39,35 per kg"
Frukt og grønt,565 g,Ananas i Biter,"kr 17,10",Hermetisert frukt og grønt,"kr 30,27 per kg"
Frukt og grønt,681 g,Ananas i Biter,"kr 23,90",Hermetisert frukt og grønt,"kr 35,10 per kg"
Frukt og grønt,820 g,Fruktcocktail,"kr 20,80",Hermetisert frukt og grønt,"kr 25,37 per kg"
Frukt og grønt,460 g,Halve Pærer,"kr 24,20",Hermetisert frukt og grønt,"kr 52,61 per kg"
Frukt og grønt,"Hermetisk, 312 g",Mandariner,"kr 10,00",Hermetisert frukt og grønt,"kr 32,05 per kg"
Clas Ohlson-butikken,1 stk,Wifi smartplug,"kr 299,90",Elektronikk,"kr 299,90 per stk"
Frukt og grønt,"6 pakker, 255 g",Rosiner,"kr 23,60","Frø, nøtter og tørket frukt","kr 92,55 per kg"
Frukt og grønt,"6 x 37,7g, 226,2 g",Rosiner Sour Strawberry,"kr 38,60","Frø, nøtter og tørket frukt","kr 170,65 per kg"
Frukt og grønt,"6 x 37,7g, 226,2 g",Rosiner Sour Watermelon,"kr 38,60","Frø, nøtter og tørket frukt","kr 170,65 per kg"
Frukt og grønt,35 g,Småsulten Maisnøtter,"kr 16,40","Frø, nøtter og tørket frukt","kr 468,57 per kg"
Frukt og grønt,180 g,Småsulten Nøtter & Frukt,"kr 41,90","Frø, nøtter og tørket frukt","kr 232,78 per kg"
Frukt og grønt,160 g,Tørkede Gojibær,"kr 74,00","Frø, nøtter og tørket frukt","kr 462,50 per kg"
Frukt og grønt,50 g,Turmix M/Sjokolade,"kr 12,70","Frø, nøtter og tørket frukt","kr 254,00 per kg"
Mel og bakeingredienser,100 g,Natron,"kr 27,40",Baketilbehør,"kr 274,00 per kg"
Mel og bakeingredienser,397 g,Tørsleffs Kondensert Melk,"kr 66,80",Baketilbehør,"kr 168,26 per kg"
Mel og bakeingredienser,50 ml,Vanilla Bean Extract,"kr 61,40",Baketilbehør,"kr 1228,00 per l"
Mel og bakeingredienser,20 stk,Muffinsformer med Stickers,"kr 19,30",Baketilbehør,"kr 0,97 per stk"
Mel og bakeingredienser,230 g,Cocktailbær,"kr 39,20",Baketilbehør,"kr 170,43 per kg"
Mel og bakeingredienser,"Piskbar, 5 dl",Piano Pavlovakrem,"kr 36,90",Baketilbehør,"kr 73,80 per l"
Frukt og grønt,410 g,Aprikoser Halve,"kr 16,50",Hermetisert frukt og grønt,"kr 40,24 per kg"
Frukt og grønt,455 g,Nora Sviskekompott,"kr 22,40",Hermetisert frukt og grønt,"kr 49,23 per kg"
Frukt og grønt,465 g,Aprikoskompott,"kr 31,80",Hermetisert frukt og grønt,"kr 68,39 per kg"
Frukt og grønt,465 g,Kirsebærkompott,"kr 28,40",Hermetisert frukt og grønt,"kr 61,08 per kg"
Frukt og grønt,"Økologisk, 250 g",Tahin Mørk Uten Salt,"kr 50,70",Hermetisert frukt og grønt,"kr 202,80 per kg"
Frukt og grønt,300 g,Tahina Lys,"kr 51,90",Hermetisert frukt og grønt,"kr 173,00 per kg"
Frukt og grønt,120 g,Jalapeños,"kr 20,60",Hermetisert frukt og grønt,"kr 171,67 per kg"
Frukt og grønt,250 g,Jalapenos,"kr 21,80",Hermetisert frukt og grønt,"kr 87,20 per kg"
Frukt og grønt,"Taste Lab, 220 g",Jalapeños Rød i Skiver,"kr 17,40",Hermetisert frukt og grønt,"kr 79,09 per kg"
Frukt og grønt,850 g,Mangopuré,"kr 51,80",Hermetisert frukt og grønt,"kr 60,94 per kg"
Frukt og grønt,450 g,Surkål,"kr 17,00",Hermetisert frukt og grønt,"kr 37,78 per kg"
Frukt og grønt,450 g,Rødkål,"kr 17,80",Hermetisert frukt og grønt,"kr 39,56 per kg"
Frukt og grønt,450 g,Rødkål,"kr 8,30",Hermetisert frukt og grønt,"kr 18,44 per kg"
Frukt og grønt,450 g,Surkål,"kr 7,50",Hermetisert frukt og grønt,"kr 16,67 per kg"
Frukt og grønt,55 g,Madagaskar Pepperkorn,"kr 36,30",Hermetisert frukt og grønt,"kr 660,00 per kg"
Frukt og grønt,"Pimientos, 290 g",Rød paprika med hvitløk,"kr 48,40",Hermetisert frukt og grønt,"kr 166,90 per kg"
Frukt og grønt,350 g,Paradiso Ajvar,"kr 31,10",Hermetisert frukt og grønt,"kr 88,86 per kg"
Frukt og grønt,460 g,Auberginepuré,"kr 33,20",Hermetisert frukt og grønt,"kr 72,17 per kg"
Frukt og grønt,390 g,Diamante artisjokkhjerter,"kr 51,40",Hermetisert frukt og grønt,"kr 131,79 per kg"
Frukt og grønt,25 g,Snackoliven Chilli & Black Pepper,"kr 27,90",Hermetisert frukt og grønt,"kr 1116,00 per kg"
Frukt og grønt,65 g,Grønne Snackoliven,"kr 23,80",Hermetisert frukt og grønt,"kr 366,15 per kg"
Frukt og grønt,"Økologisk, 150 g",Organic Olives Pitted Green,"kr 55,80",Hermetisert frukt og grønt,"kr 372,00 per kg"
Frukt og grønt,200 g,Chili Con Queso,"kr 40,50",Hermetisert frukt og grønt,"kr 202,50 per kg"
Frukt og grønt,150 g,Greske Oliven Fylt Med Ost,"kr 50,90",Hermetisert frukt og grønt,"kr 339,33 per kg"
Pålegg,300 g,Kyllingkorv,"kr 26,00",Kjøtt- og kyllingpålegg,"kr 86,67 per kg"
Frukt og grønt,150 g,Greske oliven Provencale,"kr 44,60",Hermetisert frukt og grønt,"kr 297,33 per kg"
Frukt og grønt,160 g,Pestooliven,"kr 37,30",Hermetisert frukt og grønt,"kr 233,13 per kg"
